0,900,336,159,413,1.92,1091,382,1052,369,729,253,0
0,490,104,149,272,1.47,500,72,385,74,457,45,1
0,864,548,155,419,2.20,1039,646,995,621,706,445,2
0,344,673,162,273,0.35,369,798,307,768,336,556,3
0,1163,357,127,357,0.56,1249,214,1240,237,1085,469,4
0,1131,236,116,310,0.68,1223,127,1206,141,1040,314,5
0,1225,491,123,349,0.76,1354,400,1333,402,1145,585,6
0,941,113,137,306,1.30,796,135,849,124,1058,48,7
0,295,189,147,237,1.12,358,218,208,204,186,112,8
0,1032,190,129,294,0.76,1121,88,1097,102,936,255,9
0,279,565,112,230,0.33,234,474,275,498,335,662,10
0,1469,557,127,352,-0.1,1451,398,1468,434,1507,710,11
0,1314,680,176,393,0.08,1372,504,1373,547,1313,855,12
0,331,351,144,195,2.55,356,302,320,291,357,426,13
1,900,335,159,413,1.93,1091,382,1052,369,729,253,0
1,490,104,149,273,1.48,431,72,385,75,526,45,1
1,864,549,154,419,2.20,1039,647,994,621,705,446,2
1,344,673,162,274,0.35,370,798,309,769,336,556,3
1,1163,357,127,357,0.56,1249,214,1241,237,1085,469,4
1,1131,236,116,310,0.68,1223,127,1206,141,1040,314,5
1,1225,489,123,348,0.76,1355,399,1332,401,1142,585,6
1,941,113,136,307,1.29,796,135,849,124,1059,48,7
1,295,188,145,236,1.11,357,216,207,204,187,112,8
1,1033,190,128,293,0.76,1121,87,1097,102,936,255,9
1,279,565,111,230,0.34,234,474,276,498,335,662,10
1,1469,557,127,352,-0.1,1451,397,1468,434,1507,710,11
1,1314,680,176,392,0.09,1373,505,1373,548,1312,855,12
1,331,350,143,196,2.54,357,301,318,291,357,426,13
2,900,335,159,413,1.93,1091,382,1052,369,729,253,0
2,490,104,149,273,1.49,366,73,385,75,589,45,1
2,864,549,151,420,2.19,1039,649,994,622,704,447,2
2,344,674,162,275,0.35,370,798,309,770,336,556,3
2,1163,357,127,357,0.55,1249,214,1240,237,1085,468,4
2,1131,236,116,310,0.68,1224,127,1206,141,1040,314,5
2,1225,489,122,348,0.76,1355,399,1331,400,1140,586,6
2,942,113,135,308,1.29,797,135,849,124,1061,49,7
2,296,188,144,236,1.09,353,214,207,203,191,112,8
2,1032,190,128,293,0.76,1121,87,1097,102,936,255,9
2,279,565,112,230,0.34,234,474,276,498,335,662,10
2,1469,557,126,351,-0.1,1452,398,1468,436,1506,710,11
2,1314,680,177,392,0.09,1373,505,1373,548,1312,855,12
2,331,351,143,195,2.55,357,302,320,291,357,427,13
3,900,335,159,413,1.93,1091,382,1052,369,729,253,0
3,490,104,150,272,1.50,367,73,385,75,590,46,1
3,864,550,150,421,2.19,1038,651,994,623,703,447,2
3,344,674,162,276,0.35,370,799,308,770,335,556,3
3,1163,356,127,356,0.55,1249,214,1240,237,1085,467,4
3,1131,236,116,310,0.68,1224,127,1205,141,1040,314,5
3,1224,488,123,352,0.75,1355,397,1330,399,1139,587,6
3,943,112,134,309,1.28,797,135,850,124,1062,49,7
3,296,186,139,240,1.12,354,216,207,204,190,112,8
3,1032,190,127,293,0.76,1120,87,1097,102,937,254,9
3,279,565,111,230,0.34,234,474,276,498,335,662,10
3,1469,557,126,351,-0.1,1451,398,1468,435,1507,710,11
3,1314,680,177,393,0.09,1373,505,1373,548,1312,855,12
3,331,351,142,194,2.55,357,303,320,291,358,427,13
4,900,335,159,413,1.93,1091,382,1052,369,729,253,0
4,490,104,149,272,1.50,374,72,385,75,584,46,1
4,861,552,150,424,2.16,1036,653,993,622,699,446,2
4,344,674,162,275,0.35,370,798,307,769,335,556,3
4,1163,356,127,356,0.56,1248,214,1240,236,1085,467,4
4,1131,236,116,310,0.68,1224,127,1205,141,1040,315,5
4,1223,488,123,353,0.75,1355,396,1329,397,1137,587,6
4,943,112,134,310,1.29,797,135,851,123,1063,49,7
4,295,185,136,242,1.13,357,218,208,204,188,113,8
4,1032,190,127,292,0.76,1120,86,1097,102,937,255,9
4,279,565,112,229,0.34,234,474,275,498,335,662,10
4,1469,558,127,352,-0.1,1447,398,1468,433,1505,709,11
4,1314,680,177,392,0.09,1374,505,1373,548,1311,855,12
4,331,352,142,194,2.56,357,303,320,291,357,426,13
5,899,335,159,412,1.93,1090,381,1052,369,729,253,0
5,490,104,149,272,1.49,407,72,386,74,550,46,1
5,860,553,148,425,2.15,1036,655,993,624,696,447,2
5,344,675,162,276,0.35,370,799,308,771,335,556,3
5,1163,356,127,356,0.56,1248,213,1239,236,1084,468,4
5,1131,236,116,311,0.68,1223,127,1205,141,1040,314,5
5,1221,488,124,356,0.76,1355,396,1329,396,1136,586,6
5,943,112,134,311,1.29,798,136,851,123,1064,50,7
5,295,185,135,242,1.14,359,218,208,204,187,113,8
5,1032,190,126,292,0.76,1120,87,1097,102,938,256,9
5,279,565,111,230,0.34,234,474,276,498,334,661,10
5,1468,558,127,353,-0.1,1447,398,1468,433,1504,709,11
5,1314,681,175,393,0.10,1374,506,1373,549,1311,856,12
5,331,352,142,194,2.56,357,302,320,291,357,426,13
6,899,335,159,412,1.93,1090,381,1052,369,729,253,0
6,490,105,149,272,1.48,442,72,386,74,515,46,1
6,861,553,145,424,2.16,1036,657,992,625,696,449,2
6,344,675,162,277,0.35,370,800,307,771,334,556,3
6,1163,356,126,356,0.56,1248,213,1240,236,1084,468,4
6,1131,236,116,310,0.68,1223,128,1205,141,1040,314,5
6,1220,489,124,359,0.76,1354,396,1329,396,1137,585,6
6,944,112,133,313,1.30,798,136,851,123,1066,50,7
6,295,185,136,242,1.15,359,216,208,204,186,112,8
6,1033,190,126,292,0.76,1121,88,1098,103,938,257,9
6,279,565,111,230,0.34,234,474,276,498,334,662,10
6,1468,558,126,352,-0.1,1450,397,1468,435,1505,708,11
6,1314,680,175,393,0.10,1374,506,1373,549,1310,856,12
6,331,351,142,194,2.57,357,303,320,291,357,427,13
7,899,335,159,412,1.93,1090,381,1052,369,729,253,0
7,490,105,148,271,1.48,405,72,386,74,551,46,1
7,861,553,142,423,2.16,1034,655,989,625,697,450,2
7,344,675,162,277,0.35,369,801,308,771,335,556,3
7,1162,356,126,357,0.56,1248,213,1240,237,1086,467,4
7,1131,236,116,310,0.68,1223,127,1206,141,1040,314,5
7,1220,488,123,358,0.76,1353,394,1330,395,1144,582,6
7,944,112,133,313,1.30,798,136,851,124,1066,50,7
7,295,185,135,242,1.17,359,216,208,204,186,113,8
7,1033,190,125,292,0.76,1121,88,1098,103,938,257,9
7,279,565,111,230,0.34,234,474,276,498,334,662,10
7,1467,558,127,353,-0.1,1450,397,1467,435,1505,708,11
7,1314,681,173,393,0.11,1373,506,1373,549,1309,857,12
7,331,351,142,194,2.55,357,303,320,291,357,426,13
8,899,335,159,412,1.93,1090,381,1052,369,729,253,0
8,490,105,148,271,1.48,369,73,386,75,589,46,1
8,861,553,142,422,2.16,1035,658,990,628,697,451,2
8,344,675,162,277,0.34,369,801,308,771,334,556,3
8,1162,356,126,356,0.55,1248,213,1240,237,1086,467,4
8,1131,236,116,310,0.68,1224,128,1206,142,1040,315,5
8,1223,485,122,351,0.74,1352,391,1328,394,1143,582,6
8,945,113,133,315,1.29,798,136,851,124,1067,51,7
8,295,185,135,241,1.16,358,215,208,204,188,112,8
8,1033,190,125,292,0.76,1122,88,1098,104,937,257,9
8,279,565,111,230,0.34,233,473,276,498,335,662,10
8,1467,558,127,354,-0.1,1446,397,1467,433,1505,710,11
8,1314,681,173,394,0.11,1373,506,1373,549,1308,857,12
8,331,351,143,194,2.56,357,303,320,291,357,426,13
9,899,335,159,412,1.93,1090,381,1052,369,729,253,0
9,490,105,148,271,1.48,369,73,386,75,588,46,1
9,861,553,142,422,2.16,1035,658,990,628,697,451,2
9,344,675,162,277,0.34,369,801,308,771,334,556,3
9,1162,356,126,356,0.55,1248,213,1240,237,1086,467,4
9,1131,236,116,310,0.68,1224,128,1206,142,1040,315,5
9,1223,485,122,351,0.74,1352,391,1328,394,1143,582,6
9,945,113,133,315,1.29,798,136,851,124,1067,51,7
9,295,185,135,241,1.16,358,215,208,204,188,112,8
9,1033,190,125,292,0.76,1122,88,1098,104,937,257,9
9,279,565,111,230,0.34,233,473,276,498,335,662,10
9,1467,558,127,354,-0.1,1446,397,1467,433,1505,710,11
9,1314,681,173,394,0.11,1373,506,1373,549,1308,857,12
9,331,351,143,194,2.56,357,303,320,291,357,426,13
10,899,335,159,412,1.93,1090,381,1053,369,729,253,0
10,490,105,148,271,1.48,366,73,386,75,592,46,1
10,861,554,141,422,2.16,1033,657,989,627,697,452,2
10,344,675,162,277,0.34,369,801,307,771,334,556,3
10,1163,356,126,355,0.55,1248,213,1240,237,1086,467,4
10,1131,236,116,310,0.68,1224,128,1206,141,1040,315,5
10,1223,484,122,350,0.74,1352,390,1328,393,1144,582,6
10,946,113,133,314,1.28,798,137,851,124,1067,51,7
10,296,185,137,238,1.14,356,214,207,204,189,112,8
10,1033,190,124,292,0.76,1122,88,1099,104,938,257,9
10,279,565,111,230,0.34,233,473,276,498,335,662,10
10,1467,558,128,354,-0.1,1446,398,1466,433,1505,710,11
10,1314,681,173,395,0.12,1373,506,1373,549,1307,858,12
10,331,351,143,194,2.56,357,303,320,291,357,426,13
11,899,335,159,412,1.93,1090,381,1053,369,729,253,0
11,489,105,147,272,1.48,365,74,385,76,592,47,1
11,860,554,140,422,2.16,1033,658,987,628,696,453,2
11,344,675,162,276,0.35,369,801,307,770,334,556,3
11,1163,356,125,355,0.55,1248,213,1240,237,1087,467,4
11,1131,236,116,310,0.68,1223,127,1206,141,1040,314,5
11,1223,484,122,348,0.75,1350,390,1329,393,1144,580,6
11,946,113,132,314,1.28,799,136,850,124,1067,52,7
11,296,184,140,237,1.12,350,213,206,204,194,113,8
11,1033,190,125,292,0.77,1122,88,1099,104,938,256,9
11,279,565,111,230,0.34,233,473,276,498,335,662,10
11,1468,558,128,356,-0.1,1446,396,1466,432,1504,711,11
11,1314,681,172,395,0.12,1373,505,1373,548,1308,858,12
11,331,351,142,194,2.56,357,303,320,291,357,426,13
12,899,335,158,412,1.93,1090,381,1053,369,729,253,0
12,490,105,147,273,1.49,366,74,385,76,591,48,1
12,859,554,140,424,2.15,1032,660,987,630,695,454,2
12,344,675,162,276,0.35,369,801,306,770,334,556,3
12,1163,356,125,354,0.55,1247,213,1240,237,1086,467,4
12,1131,236,115,310,0.68,1224,127,1206,141,1040,314,5
12,1223,483,122,348,0.74,1350,388,1327,392,1141,580,6
12,946,113,133,314,1.29,799,137,850,124,1068,51,7
12,296,184,141,236,1.12,354,213,208,203,190,112,8
12,1034,190,125,292,0.77,1122,89,1099,104,937,257,9
12,279,564,111,230,0.34,233,473,276,498,335,661,10
12,1469,558,127,355,-0.1,1448,398,1467,435,1505,713,11
12,1314,681,173,396,0.11,1373,505,1373,548,1308,858,12
12,330,351,143,196,2.56,356,301,319,291,356,426,13
13,899,335,158,412,1.93,1090,382,1053,369,729,253,0
13,490,105,147,273,1.48,374,73,385,75,583,48,1
13,858,555,139,424,2.15,1030,662,986,631,694,455,2
13,344,674,162,276,0.35,369,802,306,770,334,556,3
13,1163,356,125,354,0.55,1247,213,1239,237,1086,467,4
13,1131,236,115,309,0.68,1224,127,1206,142,1040,315,5
13,1222,481,122,347,0.73,1348,386,1326,391,1140,580,6
13,947,114,133,315,1.29,799,136,850,124,1069,52,7
13,296,184,145,236,1.13,355,214,208,204,189,112,8
13,1034,190,125,292,0.77,1123,89,1099,105,937,256,9
13,279,564,111,230,0.34,233,473,276,498,335,662,10
13,1469,559,128,357,-0.1,1446,397,1467,434,1505,713,11
13,1314,682,174,396,0.12,1373,505,1373,548,1308,859,12
13,330,350,143,197,2.56,356,301,319,291,355,426,13
14,899,335,158,412,1.93,1090,382,1053,369,729,253,0
14,490,105,147,274,1.47,447,73,385,75,509,48,1
14,858,556,139,425,2.15,1030,666,984,634,692,455,2
14,344,674,161,276,0.35,369,802,306,769,334,556,3
14,1163,356,125,354,0.55,1248,213,1240,237,1086,467,4
14,1132,236,115,309,0.68,1224,127,1206,142,1040,315,5
14,1221,480,122,350,0.72,1349,384,1324,388,1139,581,6
14,948,115,132,313,1.29,802,134,850,123,1072,51,7
14,295,185,151,236,1.12,353,214,209,202,188,111,8
14,1034,191,125,292,0.78,1123,89,1100,105,936,256,9
14,279,564,111,230,0.34,233,473,276,498,335,662,10
14,1469,560,128,357,-0.1,1445,398,1467,433,1505,714,11
14,1314,682,174,395,0.12,1373,506,1373,548,1307,859,12
14,331,352,143,195,2.54,356,302,320,292,355,426,13
15,899,335,158,412,1.93,1090,382,1053,370,729,253,0
15,490,105,147,274,1.47,482,73,385,75,476,48,1
15,857,557,139,425,2.15,1028,667,983,637,692,456,2
15,344,675,161,276,0.35,369,802,305,770,334,556,3
15,1163,356,125,355,0.55,1247,213,1240,237,1087,466,4
15,1132,236,115,309,0.68,1224,127,1206,142,1040,314,5
15,1221,479,122,350,0.72,1349,382,1323,387,1137,582,6
15,949,115,132,314,1.29,802,134,850,123,1073,51,7
15,296,186,156,237,1.13,353,214,207,203,188,112,8
15,1034,191,125,292,0.78,1123,89,1100,105,936,256,9
15,279,564,111,230,0.34,233,473,276,498,335,662,10
15,1469,560,127,355,-0.1,1449,400,1467,435,1506,714,11
15,1314,682,173,394,0.12,1373,506,1373,548,1308,859,12
15,332,353,144,192,2.49,357,304,320,293,356,426,13
16,899,335,158,412,1.93,1090,382,1053,370,729,253,0
16,490,105,147,274,1.48,400,73,385,75,556,48,1
16,856,557,139,425,2.15,1025,671,984,640,691,458,2
16,344,675,161,276,0.35,369,802,306,770,334,556,3
16,1163,356,125,355,0.55,1248,213,1240,236,1087,466,4
16,1132,236,115,309,0.68,1224,127,1206,142,1040,315,5
16,1221,479,122,351,0.71,1349,381,1322,386,1136,583,6
16,949,114,131,316,1.28,800,136,850,124,1071,53,7
16,296,186,157,238,1.14,353,215,206,204,188,112,8
16,1034,191,125,292,0.78,1123,89,1100,106,936,256,9
16,279,564,111,230,0.34,233,473,276,498,335,662,10
16,1468,560,128,357,-0.1,1446,397,1467,434,1505,713,11
16,1314,682,173,395,0.11,1373,506,1372,548,1308,859,12
16,332,353,144,193,2.50,357,304,321,292,356,426,13
17,899,335,158,412,1.93,1090,382,1053,370,729,253,0
17,490,105,147,274,1.48,390,73,385,75,567,49,1
17,855,557,139,422,2.15,1022,672,983,640,690,459,2
17,344,675,161,276,0.35,369,802,305,770,334,556,3
17,1163,356,125,355,0.55,1248,213,1240,236,1087,465,4
17,1131,236,115,309,0.68,1224,127,1205,142,1040,315,5
17,1220,478,123,352,0.71,1349,380,1322,386,1136,583,6
17,950,115,129,314,1.29,803,135,850,124,1074,52,7
17,296,187,158,238,1.14,354,215,207,205,188,112,8
